Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Nam Định,2015,1653.2,1796.9,1086.9,1796.9,878.9,918.0,317.5,1479.4,16.6,7.3,9.3,0.6,3.7,-3,95.7,Đồng bằng sông Hồng,2.22,4.09,2.93,1.95
Nam Định,2016,1668.5,1792.5,1074.3,1792.5,876.9,915.5,317.0,1475.4,13.7,8.5,5.2,0.7,3.9,-3.2,95.8,Đồng bằng sông Hồng,4.81,0.89,3.62,1.92
Nam Định,2017,1668.5,1788.2,1071.7,1788.2,875.1,913.1,316.5,1471.7,13.7,9.0,4.7,1.9,3,-1.1,95.8,Đồng bằng sông Hồng,0.88,3.97,4.25,1.9
Nam Định,2018,1668.5,1784.2,1069.3,1784.2,873.5,910.7,324.1,1460.2,14.0,8.4,5.7,2.4,5.7,-3.3,95.9,Đồng bằng sông Hồng,1.65,2.38,5.27,1.87
Nam Định,2019,1668.6,1780.9,1067.0,1780.9,872.5,908.4,323.7,1457.1,16.5,7.8,8.7,1.6,9.3,-7.6,96.05,Đồng bằng sông Hồng,4.44,0.97,5.16,1.85
Nam Định,2020,1668.8,1780.3,1067.0,1780.33,872.24,908.09,360.12,1420.21,15.94,7.5,8.43,1.96,6.06,-4.1,96.05,Đồng bằng sông Hồng,3.35,2.51,2.49,1.82
Nam Định,2021,1668.8,1836.3,1100.0,1836.3,899.37,936.89,371.57,1464.7,15.3,7.3,8.02,1.04,9.36,-8.33,96.0,Đồng bằng sông Hồng,4.37,0.61,1.77,1.86
Nam Định,2022,1668.8,1876.9,1125.0,1876.85,919.51,957.35,380.46,1496.39,13.8,7.44,6.36,2.11,4.65,-2.53,96.05,Đồng bằng sông Hồng,2.43,2.04,2.77,1.89
Nam Định,2023,1668.8,1887.1,1130.8,1887.1,924.62,962.48,385.41,1501.69,13.86,5.68,8.18,2.43,6.35,-3.92,90.52,Đồng bằng sông Hồng,0.94,3.6,0.84,1.88
Nam Định,2024,1668.8,1894.2,1135.0,1894.2,928.16,966.05,387.97,1506.24,12.06,9.64,2.42,1.97,7.38,-5.42,96.08,Đồng bằng sông Hồng,4.55,0.82,1.63,1.87
Ninh Bình,2011,1390.3,911.7,655.7,911.69,453.11,458.58,167.06,744.63,13.1,8.4,4.7,10.2,8.5,1.7,98.81,Đồng bằng sông Hồng,4.25,0.59,3.09,1.03
Ninh Bình,2012,1376.7,921.0,669.0,920.99,457.85,463.14,171.87,749.11,17.9,8.6,9.2,10.2,6.4,3.8,98.86,Đồng bằng sông Hồng,4.99,1.74,3.02,1.03
Ninh Bình,2013,1378.1,930.0,674.9,930.03,462.47,467.56,176.35,753.68,15.5,8.8,6.7,11.9,11.1,0.8,98.91,Đồng bằng sông Hồng,3.37,2.49,3.8,1.03
Ninh Bình,2014,1377.6,939.3,681.8,939.31,467.2,472.11,180.35,758.96,20.5,7.5,12.9,7.9,7.5,0.4,98.96,Đồng bằng sông Hồng,4.28,2.6,3.04,1.03
Ninh Bình,2015,1377.6,948.5,688.5,948.5,471.9,476.6,184.4,764.1,17.7,7.1,10.5,5.6,4.5,1.1,99.0,Đồng bằng sông Hồng,3.68,2.63,1.82,1.03
Ninh Bình,2016,1386.8,956.8,689.9,956.8,476.2,480.7,189.0,767.8,18.7,8.0,10.7,3.4,2.6,0.8,99.1,Đồng bằng sông Hồng,1.18,1.2,2.08,1.03
Ninh Bình,2017,1386.8,965.4,696.1,965.4,480.6,484.8,195.1,770.4,13.4,9.1,4.3,3.9,3,0.9,99.1,Đồng bằng sông Hồng,3.06,3.13,2.44,1.02
Ninh Bình,2018,1386.8,974.7,702.8,974.7,485.3,489.3,201.2,773.4,14.5,9.8,4.7,4.8,5.5,-0.6,99.2,Đồng bằng sông Hồng,2.32,1.18,1.29,1.02
Ninh Bình,2019,1386.8,984.5,710.0,984.5,490.4,494.1,207.8,776.7,16.9,7.1,9.8,2.6,6.5,-3.9,99.24,Đồng bằng sông Hồng,3.29,3.77,1.38,1.02
Ninh Bình,2020,1387.1,993.9,717.0,993.92,495.99,497.93,212.59,781.33,16.4,6.82,9.58,1.8,2.28,-0.48,99.61,Đồng bằng sông Hồng,2.4,1.57,5.52,1.02
Ninh Bình,2021,1411.8,1007.6,714.0,1007.6,502.81,504.76,216.52,791.0,15.3,6.2,9.16,2.39,4.69,-2.3,99.61,Đồng bằng sông Hồng,1.14,1.51,2.87,1.02
Ninh Bình,2022,1411.8,1010.7,716.0,1010.75,505.67,505.08,218.43,792.32,13.9,6.97,6.93,4.21,2.07,2.13,100.12,Đồng bằng sông Hồng,0.67,1.61,6.01,1.02
Ninh Bình,2023,1411.8,1017.1,720.4,1017.1,508.04,509.06,220.58,796.53,12.15,5.58,6.58,3.2,3.89,-0.69,94.74,Đồng bằng sông Hồng,1.4,4.21,2.66,1.01
Ninh Bình,2024,1411.9,1030.3,729.8,1030.34,514.68,515.66,224.66,805.68,14.55,6.38,8.17,4.63,6.15,-1.53,99.81,Đồng bằng sông Hồng,3.02,0.85,2.95,1.02
Hà Giang,2011,7914.9,749.5,94.7,749.54,374.38,375.16,112.66,636.88,22.8,7.7,15.1,2.4,3.6,-1.3,99.79,Trung du và miền núi phía Bắc,3.65,2.59,2.41,0.85
Hà Giang,2012,7914.9,763.5,96.5,763.5,381.81,381.69,114.94,648.57,23.8,8.4,15.4,1.3,1.7,-0.4,100.03,Trung du và miền núi phía Bắc,3.88,0.84,2.39,0.86
Hà Giang,2013,7914.9,779.0,98.4,778.96,390.61,388.34,116.88,662.08,22.6,8.5,14.1,2.8,2.6,0.2,100.58,Trung du và miền núi phía Bắc,2.96,2.67,1.64,0.86
Hà Giang,2014,7914.9,792.5,100.1,792.47,397.69,394.79,118.77,673.7,20.7,8.1,12.5,1.4,2.1,-0.6,100.74,Trung du và miền núi phía Bắc,5.25,2.7,1.0,0.87
Hà Giang,2015,7914.9,806.7,101.9,806.7,406.2,400.5,120.9,685.8,23.7,7.3,16.4,1.1,2.7,-1.5,101.4,Trung du và miền núi phía Bắc,3.24,0.52,3.99,0.87
Hà Giang,2016,7929.2,820.4,103.5,820.4,413.0,407.4,123.0,697.4,19.5,7.1,12.4,0.2,2.7,-2.5,101.4,Trung du và miền núi phía Bắc,5.09,0.98,0.69,0.88
Hà Giang,2017,7929.5,833.7,105.1,833.7,420.2,413.5,125.2,708.5,19.3,7.2,12.1,0.1,1.8,-1.7,101.6,Trung du và miền núi phía Bắc,2.29,0.44,2.59,0.88
Hà Giang,2018,7929.5,846.5,106.8,846.5,427.2,419.4,127.6,718.9,20.3,7.2,13.0,0.1,3.4,-3.3,101.9,Trung du và miền núi phía Bắc,0.74,2.33,1.63,0.89
Hà Giang,2019,7929.5,858.1,108.0,858.1,433.6,424.5,137.2,720.9,18.3,7.9,10.4,1,4.8,-3.7,102.14,Trung du và miền núi phía Bắc,2.34,1.41,3.77,0.89
Hà Giang,2020,7927.6,870.2,110.0,870.24,439.65,430.59,137.89,732.35,19.71,7.6,12.11,0.71,5.44,-4.73,102.1,Trung du và miền núi phía Bắc,2.48,0.84,2.48,0.89
Hà Giang,2021,7927.6,887.1,112.0,887.09,448.48,438.6,140.33,746.76,19.0,7.5,11.43,0.32,7.89,-7.57,102.25,Trung du và miền núi phía Bắc,1.96,0.67,4.87,0.9
Hà Giang,2022,7927.6,892.7,113.0,892.72,453.17,439.55,142.35,750.38,20.4,7.94,12.46,0.51,10.78,-10.27,103.1,Trung du và miền núi phía Bắc,2.0,3.02,4.36,0.9
Hà Giang,2023,7927.5,899.9,113.5,899.9,457.11,442.79,145.08,754.82,19.39,4.96,14.43,0.21,9.86,-9.65,101.53,Trung du và miền núi phía Bắc,1.65,1.83,3.9,0.9
Hà Giang,2024,7927.6,911.4,115.0,911.35,461.95,449.4,148.64,762.71,18.18,6.31,11.87,2.68,7.58,-4.9,102.79,Trung du và miền núi phía Bắc,1.79,1.62,1.0,0.9
Cao Bằng,2011,6707.9,514.0,76.6,514.02,255.55,258.46,99.46,414.56,17.6,8.7,8.9,4.6,10.1,-5.5,98.87,Trung du và miền núi phía Bắc,3.54,3.21,2.02,0.58
Cao Bằng,2012,6707.9,515.9,76.9,515.88,256.72,259.16,104.22,411.66,17.9,9.3,8.6,4.4,15.6,-11.2,99.06,Trung du và miền núi phía Bắc,2.75,3.8,4.09,0.58
Cao Bằng,2013,6707.9,517.8,77.2,517.85,257.95,259.9,105.29,412.56,17.0,9.3,7.7,8.1,8.6,-0.4,99.25,Trung du và miền núi phía Bắc,3.83,1.32,2.01,0.57
Cao Bằng,2014,6703.4,519.9,77.6,519.87,259.2,260.67,106.34,413.53,20.5,10.3,10.2,3.3,8.2,-5,99.44,Trung du và miền núi phía Bắc,0.89,3.6,1.58,0.57
Cao Bằng,2015,6703.4,522.0,77.9,522.0,260.5,261.5,108.6,413.3,19.3,12.8,6.5,4,4,-0.1,99.6,Trung du và miền núi phía Bắc,4.05,2.9,2.46,0.57
Cao Bằng,2016,6700.2,524.2,78.2,524.2,261.9,262.3,111.5,412.8,19.1,11.7,7.5,3.3,4.2,-0.8,99.8,Trung du và miền núi phía Bắc,1.73,4.25,4.99,0.56
Cao Bằng,2017,6700.3,526.4,78.6,526.4,263.2,263.2,115.5,410.9,16.8,14.4,2.4,1.7,4.8,-3.2,100.0,Trung du và miền núi phía Bắc,1.58,4.15,2.67,0.56
Cao Bằng,2018,6700.3,528.7,78.9,528.7,264.6,264.1,119.9,408.8,17.8,11.1,6.7,1.9,3.6,-1.6,100.2,Trung du và miền núi phía Bắc,1.46,4.06,4.71,0.55
Cao Bằng,2019,6700.3,530.9,79.0,530.9,265.9,264.9,124.5,406.3,16.7,10.7,5.9,1.8,7.5,-5.7,100.39,Trung du và miền núi phía Bắc,2.73,2.43,3.85,0.55
Cao Bằng,2020,6700.4,533.1,80.0,533.09,267.01,266.07,136.01,397.07,16.16,10.31,5.85,2.19,11.52,-9.33,100.35,Trung du và miền núi phía Bắc,3.58,1.33,5.8,0.55
Cao Bằng,2021,6700.4,542.2,81.0,542.22,271.59,270.63,138.18,404.04,16.4,7.2,9.24,2.5,7.29,-4.79,100.35,Trung du và miền núi phía Bắc,5.19,1.5,0.93,0.55
Cao Bằng,2022,6700.4,543.1,81.0,543.05,272.83,270.22,138.47,404.59,16.2,7.79,8.41,2.74,7.55,-4.81,100.97,Trung du và miền núi phía Bắc,4.15,3.11,5.7,0.55
Cao Bằng,2023,6700.4,547.9,81.8,547.86,275.51,272.35,139.53,408.32,15.26,7.01,8.25,2.12,9.72,-7.6,96.91,Trung du và miền núi phía Bắc,1.51,1.35,4.84,0.55
Cao Bằng,2024,6700.4,558.5,83.3,558.46,280.2,278.26,142.2,416.26,14.33,10.83,3.51,3.84,8.23,-4.38,100.7,Trung du và miền núi phía Bắc,3.64,2.02,3.04,0.55
Bắc Kạn,2011,4859.4,298.7,61.5,298.69,150.92,147.77,50.55,248.14,16.1,7.8,8.4,4.8,6.7,-1.8,102.13,Trung du và miền núi phía Bắc,4.48,2.56,1.84,0.34
Bắc Kạn,2012,4859.4,300.8,61.9,300.8,152.16,148.64,52.26,248.54,18.5,8.4,10.2,3.1,4.6,-1.5,102.37,Trung du và miền núi phía Bắc,1.99,4.15,1.5,0.34
Bắc Kạn,2013,4859.4,301.7,62.1,301.73,152.81,148.92,53.82,247.91,17.0,7.8,9.3,4.7,11.7,-6.9,102.61,Trung du và miền núi phía Bắc,3.21,1.2,4.32,0.33
Bắc Kạn,2014,4859.4,302.9,62.3,302.94,153.6,149.34,55.48,247.47,17.0,7.2,9.8,4,10.1,-6,102.85,Trung du và miền núi phía Bắc,2.49,4.05,5.97,0.33
Bắc Kạn,2015,4859.4,305.6,62.9,305.6,155.1,150.5,57.5,248.2,18.7,8.9,9.8,2.2,2.5,-0.3,103.1,Trung du và miền núi phía Bắc,3.74,0.6,1.33,0.33
Bắc Kạn,2016,4860.0,307.7,63.3,307.7,156.4,151.3,59.4,248.3,18.0,8.3,9.7,1,4.4,-3.4,103.3,Trung du và miền núi phía Bắc,1.76,2.42,5.25,0.33
Bắc Kạn,2017,4860.0,309.9,63.8,309.9,157.7,152.2,61.4,248.5,16.3,7.3,9.0,1.6,4.1,-2.5,103.6,Trung du và miền núi phía Bắc,1.47,1.83,5.1,0.33
Bắc Kạn,2018,4860.0,312.0,64.2,312.0,159.0,153.1,63.5,248.6,15.0,7.4,7.6,1.2,3,-1.8,103.8,Trung du và miền núi phía Bắc,3.3,0.98,3.32,0.33
Bắc Kạn,2019,4860.0,314.4,65.0,314.4,160.3,154.1,65.6,248.7,13.7,7.8,5.9,1.6,9.6,-8,104.07,Trung du và miền núi phía Bắc,3.01,2.25,3.39,0.33
Bắc Kạn,2020,4860.0,316.5,65.0,316.46,161.02,155.44,71.48,244.99,14.69,7.44,7.25,0.95,4.99,-4.04,103.59,Trung du và miền núi phía Bắc,3.16,3.09,1.53,0.32
Bắc Kạn,2021,4860.0,323.7,67.0,323.71,164.71,159.01,73.11,250.6,13.8,9.1,4.63,1.42,13.43,-12.01,103.59,Trung du và miền núi phía Bắc,1.55,1.18,3.66,0.33
Bắc Kạn,2022,4860.0,324.4,67.0,324.35,165.03,159.32,73.57,250.79,13.4,7.68,5.72,1.51,4.4,-2.89,104.92,Trung du và miền núi phía Bắc,4.28,2.76,1.35,0.33
Bắc Kạn,2023,4860.0,326.5,67.2,326.5,166.13,160.38,78.64,247.86,12.27,5.0,7.27,0.83,10.15,-9.33,100.71,Trung du và miền núi phía Bắc,4.34,0.66,3.07,0.33
Bắc Kạn,2024,4853.3,329.3,67.9,329.31,167.57,161.75,80.85,248.46,11.56,8.65,2.91,3.85,9.76,-5.91,103.6,Trung du và miền núi phía Bắc,3.18,0.91,3.34,0.32
Tuyên Quang,2011,5867.3,733.6,125.0,733.6,367.88,365.71,96.54,637.06,17.1,7.0,10.2,3.7,13.5,-9.8,100.59,Trung du và miền núi phía Bắc,0.54,2.68,3.78,0.83
Tuyên Quang,2012,5867.3,738.5,125.9,738.53,370.55,367.98,97.78,640.75,18.4,8.0,10.4,2.1,3.5,-1.4,100.7,Trung du và miền núi phía Bắc,5.06,1.67,4.33,0.83
Tuyên Quang,2013,5867.3,743.4,126.7,743.37,373.17,370.2,99.03,644.34,18.6,8.0,10.6,3.3,5.1,-1.8,100.8,Trung du và miền núi phía Bắc,3.69,2.15,4.49,0.82
Tuyên Quang,2014,5867.3,749.6,127.8,749.59,376.49,373.1,100.47,649.12,22.2,7.6,14.5,3.9,6.4,-2.4,100.91,Trung du và miền núi phía Bắc,4.92,0.38,2.61,0.82
Tuyên Quang,2015,5867.3,756.2,128.9,756.2,380.0,376.2,102.0,654.2,20.5,8.0,12.5,1.4,3.8,-2.4,101.0,Trung du và miền núi phía Bắc,5.16,1.32,5.43,0.82
Tuyên Quang,2016,5867.9,763.4,130.1,763.4,383.8,379.6,103.6,659.8,20.3,6.9,13.4,1.4,3.3,-1.9,101.1,Trung du và miền núi phía Bắc,2.57,0.6,3.33,0.82
Tuyên Quang,2017,5867.9,770.5,131.3,770.5,387.6,382.9,105.2,665.3,18.6,7.3,11.3,1.2,2.5,-1.3,101.2,Trung du và miền núi phía Bắc,4.47,3.31,2.15,0.82
Tuyên Quang,2018,5867.9,778.3,132.6,778.3,391.7,386.6,106.9,671.5,16.3,7.6,8.7,1.5,4.6,-3.1,101.3,Trung du và miền núi phía Bắc,4.7,1.66,5.76,0.82
Tuyên Quang,2019,5867.9,786.3,134.0,786.3,395.9,390.3,108.6,677.6,16.3,7.1,9.2,1.6,9.3,-7.6,101.43,Trung du và miền núi phía Bắc,3.24,0.9,3.63,0.81
Tuyên Quang,2020,5867.9,792.9,135.0,792.9,399.22,393.68,109.56,683.33,17.12,6.81,10.31,1.44,12.08,-10.64,101.41,Trung du và miền núi phía Bắc,1.29,0.65,2.51,0.81
Tuyên Quang,2021,5868.0,801.7,137.0,801.67,403.56,398.11,111.3,690.37,14.6,6.2,8.4,3.29,12.2,-8.92,101.37,Trung du và miền núi phía Bắc,1.44,0.81,4.53,0.81
Tuyên Quang,2022,5868.0,805.8,137.0,805.78,407.62,398.16,120.54,685.24,14.2,6.2,8.0,0.7,7.65,-6.95,102.38,Trung du và miền núi phía Bắc,3.22,3.97,4.72,0.81
Tuyên Quang,2023,5867.9,812.2,138.4,812.21,410.92,401.3,122.8,689.42,13.06,5.43,7.63,0.31,8.28,-7.97,100.88,Trung du và miền núi phía Bắc,4.17,2.45,2.46,0.81
Tuyên Quang,2024,5868.0,820.3,139.8,820.3,413.24,407.07,159.17,661.14,12.18,7.47,4.71,3.75,7.49,-3.74,101.52,Trung du và miền núi phía Bắc,2.62,3.92,2.14,0.81
Lào Cai,2011,6383.9,638.1,100.0,638.15,321.77,316.38,143.58,494.56,22.6,6.8,15.8,3.4,2.4,1,101.7,Trung du và miền núi phía Bắc,2.77,2.28,2.84,0.72
Lào Cai,2012,6383.9,649.5,101.7,649.51,327.84,321.67,146.72,502.78,21.2,7.2,14.0,2.9,3,-0.1,101.92,Trung du và miền núi phía Bắc,4.1,1.98,2.29,0.73
Lào Cai,2013,6383.9,661.0,103.5,661.0,333.99,327.01,150.64,510.36,21.9,7.2,14.7,4.4,5.1,-0.7,102.14,Trung du và miền núi phía Bắc,4.65,2.16,4.02,0.73
Lào Cai,2014,6383.9,672.6,105.4,672.64,340.23,332.41,153.9,518.74,20.0,4.7,15.3,2,4.1,-2,102.35,Trung du và miền núi phía Bắc,3.08,2.02,1.51,0.74
Lào Cai,2015,6383.9,684.5,107.2,684.5,346.6,337.9,157.2,527.2,18.6,5.1,13.5,1.9,4.8,-2.9,102.6,Trung du và miền núi phía Bắc,3.16,1.57,4.56,0.74
